"Station.name","Lens","DepthClass","StratClass","SurfaceAreaClass","DevelopmentClass","NtPClass","Year","Depth","Long","Lat","Sampling.number","Total.Depth","Final.Depth","Max.Depth","Secchi","MLD","Temp","DO","DO_sat","Alk","TN","TP","Chla","TN_uM","TP_uM","Air.Temperature...AT","Ammonium...NH4","CTI_Chlorophyll","CTI_Secchi","CTI_TP","Dissolved.Oxygen.Concentration...Final...DO_FINAL","Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL","Nitrate...Nitrite...NOX","Orthophosphate...PO4","Oxidation.Reduction.Potential...ORP","Percent.Secchi...SECCHI_PCT","pH","Phaeo","Sal","Specific.Conductivity...COND","Total.Dissolved.Solids...TDS","Total.Pigments...TOTAL_PIGMENTS","Month","Year_frac","Size","PercentDeveloped","Final.Depth.ft","Secchi_flag","MLD_flag","Temp_flag","DO_flag","DO_sat_flag","Alk_flag","TN_flag","TP_flag","Chla_flag","TN_uM_flag"
"HA-420-01 / Bucks Pond","Monomoy","Deep","Stratified","Large","High","P-limited",2019,9,-70.04329917,41.70011211,338965.5,10,10.949866848,10,4.475,4,13.5,0.56,5,19.25,297.1521405,19.825,3.43,21.215,0.64,NA,NA,42.59,38.41,46.4,NA,NA,NA,NA,NA,NA,6.37,1.575,NA,NA,NA,NA,8,2019.66666666667,34.36598459,45,35.92476,2,2,2,2,2,2,2,2,2,2
"HA-420-01 / Bucks Pond","Monomoy","Deep","Stratified","Large","High","P-limited",2021,9,-70.04329917,41.70011211,361076.333333333,9.7,10.949866848,10,4.56666666666667,6,16.2,0.396666666666667,4,30.8,515.726694,NA,13.05,36.82,NA,NA,NA,55.8,37.865,NA,NA,NA,NA,NA,NA,NA,6.31,0.03,NA,NA,NA,NA,8.33333333333333,2021.69444444444,34.36598459,45,35.92476,2,2,2,2,2,2,2,4,2,2
"TR-51-01 / Horseleech Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2001,3,-70.00620271,41.96995588,272065,NA,4.8768,4,4,4,23.5,7.9,90.9587686077816,4,256.32261,7.43,0.75,18.3,0.24,NA,NA,27.78,NA,33.07,NA,NA,NA,NA,NA,NA,6.42,0.54,NA,NA,NA,NA,9,2001.75,24.99594634,5,16,2,2,2,2,2,2,2,2,2,2
"TR-51-01 / Horseleech Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2004,3.5,-70.00620271,41.96995588,262738,NA,4.8768,4,4,3.5,24.8,7.6,89.590017820333,7.06,217.243917,6.19,2.17,15.51,0.2,NA,NA,38.2,NA,30.44,NA,NA,NA,NA,NA,NA,6.45,0.4,NA,NA,NA,NA,9,2004.75,24.99594634,5,16,2,2,2,2,2,2,2,2,2,2
"TR-53-01 / Slough Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2001,6,-70.01061188,41.96748559,272106,NA,7.62,7.5,4.8,7,24.1,7.9,91.9567126359608,0.4,72.83484,8.98,1.58,5.2,0.29,NA,NA,35.09,NA,35.8,NA,NA,NA,NA,NA,NA,4.97,0.81,NA,NA,NA,NA,9,2001.75,30.96160995,5,25,2,2,2,2,2,2,2,2,2,2
"TR-53-01 / Slough Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2003,6,-70.01061188,41.96748559,270395,NA,7.62,7.5,5.9,7,22.72,7.51,85.2357579230658,0.41,91.04355,3.1,1.51,6.5,0.1,NA,NA,34.64,NA,20.46,NA,NA,NA,NA,NA,NA,5.49,1.22,NA,NA,NA,NA,9,2003.75,30.96160995,5,25,2,2,2,2,2,2,2,2,2,2
"TR-53-01 / Slough Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2004,7,-70.01061188,41.96748559,262765,NA,7.62,7.5,6,7,23.9,7.4,85.8240553423804,12.11,137.405727,6.19,1.53,9.81,0.2,NA,NA,34.77,NA,30.44,NA,NA,NA,NA,NA,NA,5.15,1.06,NA,NA,NA,NA,8,2004.66666666667,30.96160995,5,25,2,2,2,2,2,2,2,2,2,2
"TR-53-01 / Slough Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2005,6,-70.01061188,41.96748559,254884,NA,7.62,7.5,5.75,6,21.6,7.07,78.5834160497879,1.82,120.877821,6.19,1.93,8.63,0.2,NA,NA,37.05,NA,30.44,NA,NA,NA,NA,NA,NA,5.3,0.55,NA,NA,NA,NA,9,2005.75,30.96160995,5,25,2,2,2,2,2,2,2,2,2,2
"TR-53-01 / Slough Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2006,6.5,-70.01061188,41.96748559,256433,NA,7.62,7.5,6.03,7.5,20.67,8.49,92.7195283603467,1.82,145.109412,8.16,1.26,10.36,0.26,NA,NA,32.87,NA,34.42,NA,NA,NA,NA,NA,NA,5.44,1.42,NA,NA,NA,NA,9,2006.75,30.96160995,5,25,2,2,2,2,2,2,2,2,2,2
"TR-53-01 / Slough Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2007,6.5,-70.01061188,41.96748559,264078,NA,7.62,7.5,6.28,7,23.755,7.335,84.8509961725256,1,195.953733,9.52,2.87,13.99,0.31,NA,NA,40.94,NA,36.64,NA,NA,NA,NA,NA,NA,5.53,0.56,NA,NA,NA,NA,8,2007.66666666667,30.96160995,5,25,2,2,2,2,2,2,2,2,2,2
"TR-53-01 / Slough Pond","Pamet","Deep","Mixed","Medium","Very Low","P-limited",2009,7,-70.01061188,41.96748559,266515,NA,7.62,7.5,5.35,7,19.62,0.504540718144652,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2009.75,30.96160995,5,25,2,2,2,2,2,4,4,4,4,4
"TR-54-01 / Ryder Pond","Pamet","Deep","Stratified","Medium","Low","P-limited",2001,10,-70.03072494,41.96693373,272092,NA,10.668,11,3.9,7,13.4,0.26,2.45171852859523,5.7,316.55142,30.04,21.71,22.6,0.97,NA,NA,60.79,NA,53.21,NA,NA,NA,NA,NA,NA,5.84,30.27,NA,NA,NA,NA,9,2001.75,20.48125873,8,35,2,2,2,2,2,2,2,2,2,2
"TR-54-01 / Ryder Pond","Pamet","Deep","Stratified","Medium","Low","P-limited",2003,11,-70.03072494,41.96693373,270381,NA,10.668,11,6.82,4,10.36,1.88,16.5836049383504,0.88,1036.4958,27.88,45.05,74,0.9,NA,NA,67.95,NA,52.14,NA,NA,NA,NA,NA,NA,6.12,7.1,NA,NA,NA,NA,9,2003.75,20.48125873,8,35,2,2,2,2,2,2,2,2,2,2
"TR-54-01 / Ryder Pond","Pamet","Deep","Stratified","Medium","Low","P-limited",2012,11,-70.03072494,41.96693373,268486,NA,10.668,11,6.35,5,12.86,0.53,4.94004047425205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2012.66666666667,20.48125873,8,35,2,2,2,2,2,4,4,4,4,4
"TR-54-01 / Ryder Pond","Pamet","Deep","Stratified","Medium","Low","P-limited",2013,11,-70.03072494,41.96693373,258758,NA,10.668,11,6.8,6,14.3,0.4,3.84465519112097,2.1,166.399596,7.12,0.84,11.88,0.23,NA,NA,28.89,NA,32.46,NA,NA,NA,NA,NA,NA,5.2,1.12,NA,NA,NA,NA,8,2013.66666666667,20.48125873,8,35,2,2,2,2,2,2,2,2,2,2
"EA-92-01 / Ministers Pond","Nauset","Deep","Mixed","Medium","Medium","P-limited",2021,3.5,-69.9784008,41.84183234,360276,NA,4.8768,4.5,3.1,3.5,22.9,5.94,67.64210825757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2021.75,22.41980703,22,16,2,2,2,2,2,4,4,4,4,4
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2001,4.5,-69.9784008,41.84183234,271637,NA,4.8768,4.5,1.86,3,17.5,0.26,2.66894983678986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2001.75,22.41980703,22,16,2,2,2,2,2,4,4,4,4,4
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2003,3.5,-69.9784008,41.84183234,269913,NA,4.8768,4.5,1.64,1,15.4,0.12,1.18025739933849,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28,NA,NA,NA,NA,NA,9,2003.75,22.41980703,22,16,2,2,2,2,2,2,4,4,4,4
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2004,3.5,-69.9784008,41.84183234,261633.5,NA,4.8768,4.5,1.3,1,17,0.215,2.19667725364121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,2004.70833333333,22.41980703,22,16,2,2,2,2,2,4,4,4,4,4
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2006,3.5,-69.9784008,41.84183234,255811,NA,4.8768,4.5,1.16,3,18.2,0.2,2.08187068223823,74.87,819.672084,53.87,43.11,58.52,1.74,NA,NA,67.52,NA,61.64,NA,NA,NA,NA,NA,NA,6.18,61.2,NA,NA,NA,NA,9,2006.75,22.41980703,22,16,2,2,2,2,2,2,2,2,2,2
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2010,3.5,-69.9784008,41.84183234,258206,NA,4.8768,4.5,1.05,3,19,1.8,19.0342187832194,39.2,984.250809,21.37,35.15,70.27,0.69,NA,NA,65.52,NA,48.3,NA,NA,NA,NA,NA,NA,6.62,38.49,NA,NA,NA,NA,8,2010.66666666667,22.41980703,22,16,2,2,2,2,2,2,2,2,2,2
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2011,3.5,-69.9784008,41.84183234,267514,NA,4.8768,4.5,1.4,1,18.8,0.18,1.89597820909044,15.5,872.057142,53.27,28.89,62.26,1.72,NA,NA,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.67,NA,NA,NA,NA,8,2011.66666666667,22.41980703,22,16,2,2,2,2,2,2,2,2,2,2
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2016,3.5,-69.9784008,41.84183234,257183,NA,4.8768,4.5,2.85,2,18.5,0.19,1.98953650869052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2016.75,22.41980703,22,16,2,2,2,2,2,4,4,4,4,4
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2018,4,-69.9784008,41.84183234,359960,NA,4.8768,4.5,1.15,3,15.1,0.29,2.8345723600482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2018.75,22.41980703,22,16,2,2,2,2,2,4,4,4,4,4
"EA-92-01 / Ministers Pond","Nauset","Deep","Stratified","Medium","Medium","P-limited",2023,3.8,-69.9784008,41.84183234,358460,NA,4.8768,4.5,1.24,1,21.33,0.01,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.12,NA,NA,15.03,NA,6.16,NA,0.19,401.62,261.15,NA,8,2023.66666666667,22.41980703,22,16,2,2,2,2,2,4,4,4,4,4
"EA-93-01 / School House Pond",NA,"Deep","Mixed",NA,NA,"P-limited",2021,3.5,-69.97540865,41.83986624,360291,NA,NA,4,1.2,4,23.2,7.39,84.6200390065993,14.3,674.702739,37.17,10.9,48.17,1.2,NA,NA,54.03,NA,NA,NA,NA,NA,NA,NA,NA,6.66,5.58,NA,NA,NA,NA,9,2021.75,NA,NA,NA,2,2,2,3,3,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2003,3,-69.97540865,41.83986624,269930,NA,NA,4,1.9,2,18.4,0.23,2.4036448799431,0.87,504.2412,27.88,111.86,36,0.9,NA,NA,76.88,NA,52.14,NA,NA,NA,NA,NA,NA,6.03,0.03,NA,NA,NA,NA,9,2003.75,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2004,3,-69.97540865,41.83986624,261664,NA,NA,4,1.46,1,19.65,0.54,5.75832679583719,12.41,1145.6780265,94.935,122.75,81.795,3.065,NA,NA,74.755,NA,66.04,NA,NA,NA,NA,NA,NA,6.1,2.68,NA,NA,NA,NA,8.5,2004.70833333333,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2005,3,-69.97540865,41.83986624,254297,NA,NA,4,1.54,1,18,0.16,1.65890543214525,12.31,458.999559,18.58,26.29,32.77,0.6,NA,NA,62.67,NA,46.29,NA,NA,NA,NA,NA,NA,5.87,11.63,NA,NA,NA,NA,9,2005.75,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2006,3.5,-69.97540865,41.83986624,255830,NA,NA,4,1.51,3,17.4,0.14,1.43425601992847,18.77,509.003478,32.29,27.01,36.34,1.04,NA,NA,62.94,NA,54.26,NA,NA,NA,NA,NA,NA,5.94,25.03,NA,NA,NA,NA,9,2006.75,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2007,3,-69.97540865,41.83986624,263766,NA,NA,4,1.15,1,19.5,0.5,5.33906053193682,7.2,657.194364,37.83,26.47,46.92,1.22,NA,NA,62.74,NA,56.54,NA,NA,NA,NA,NA,NA,5.88,13.86,NA,NA,NA,NA,8,2007.66666666667,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2008,3,-69.97540865,41.83986624,265046,NA,NA,4,1.1,2,20.5,0.2,2.17716082098618,10.1,577.496241,33.76,39.32,41.23,1.09,NA,NA,66.62,NA,54.9,NA,NA,NA,NA,NA,NA,6.03,13.83,NA,NA,NA,NA,8,2008.66666666667,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2009,3,-69.97540865,41.83986624,266244,NA,NA,4,1.5,1,19.5,0.26,2.77631147660715,7.2,614.754063,107.26,20.42,43.89,3.46,NA,NA,60.19,NA,71.57,NA,NA,NA,NA,NA,NA,6.07,13.91,NA,NA,NA,NA,8,2009.66666666667,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2010,4,-69.97540865,41.83986624,258226,NA,NA,4,1.2,3,15.8,0.6,5.95020516329796,26.8,803.564379,18.27,10.6,57.37,0.59,NA,NA,53.76,NA,46.04,NA,NA,NA,NA,NA,NA,6.47,30.32,NA,NA,NA,NA,8,2010.66666666667,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2011,3.5,-69.97540865,41.83986624,267532,NA,NA,4,1.1,2,19,0.2,2.11491319813549,9,741.654765,29.73,22.79,52.95,0.96,NA,NA,61.27,NA,53.06,NA,NA,NA,NA,NA,NA,6.38,10.68,NA,NA,NA,NA,8,2011.66666666667,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2012,3,-69.97540865,41.83986624,268654,NA,NA,4,1.1,2,22.2,0.9,10.1166722344931,10.1,766.16649,59.47,31.09,54.7,1.92,NA,NA,64.32,NA,63.06,NA,NA,NA,NA,NA,NA,6.1,21.17,NA,NA,NA,NA,8,2012.66666666667,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2013,3.5,-69.97540865,41.83986624,258644,NA,NA,4,0.95,2,21.2,0.29,3.19918461307511,8.2,531.414198,13.63,5.76,37.94,0.44,NA,NA,47.78,NA,41.82,NA,NA,NA,NA,NA,NA,6,4.56,NA,NA,NA,NA,8,2013.66666666667,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2014,3,-69.97540865,41.83986624,260186,NA,NA,4,1.45,1,22,1.02,11.4228437842843,10.2,4800.516291,320.58,137.9,342.73,10.35,NA,NA,78.93,NA,87.36,NA,NA,NA,NA,NA,NA,5.88,301.04,NA,NA,NA,NA,9,2014.75,NA,NA,NA,2,2,2,2,2,2,3,3,2,3
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2016,3,-69.97540865,41.83986624,257197,NA,NA,4,1.95,3,21.5,2.4,26.6263394998458,13.8,654.953292,30.97,24.07,46.76,1,NA,NA,61.81,NA,53.65,NA,NA,NA,NA,NA,NA,6.13,24.89,NA,NA,NA,48.96,9,2016.75,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"EA-93-01 / School House Pond",NA,"Deep","Stratified",NA,NA,"P-limited",2018,3,-69.97540865,41.83986624,359974,NA,NA,4,1.2,2,18.1,0.13,1.35053930847436,29.2,695.712789,35.93,20.73,49.67,1.16,NA,NA,60.34,NA,NA,NA,NA,NA,NA,NA,NA,5.98,17.74,NA,NA,NA,NA,9,2018.75,NA,NA,NA,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2001,12,-69.9828278,41.77403482,271901,NA,13.716,14,6.68,4,8.9,0.43,3.66893477991747,12,588.2814,73.41,1.36,42,2.37,NA,NA,33.62,NA,66.1,NA,NA,NA,NA,NA,NA,6.25,12.2,NA,NA,NA,NA,9,2001.75,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2002,12,-69.9828278,41.77403482,270651,NA,13.716,14,5.17,5,10.2,0.09,0.791034624130778,7.4,626.09949,16.42,0.45,44.7,0.53,NA,NA,22.77,NA,44.5,NA,NA,NA,NA,NA,NA,6.02,26.01,NA,NA,NA,NA,9,2002.75,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2003,13,-69.9828278,41.77403482,270148,NA,13.716,14,3.87,4,7.2,0.24,1.96790058379612,0.51,408.99564,34.07,2.69,29.2,1.1,NA,NA,40.31,NA,55.03,NA,NA,NA,NA,NA,NA,5.9,3.17,NA,NA,NA,NA,9,2003.75,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2004,13,-69.9828278,41.77403482,262309,NA,13.716,14,7.185,4,7.3,0.18,1.47943056490033,28.955,863.7231555,116.46,7.4,61.665,3.76,NA,NA,50.23,NA,72.69,NA,NA,NA,NA,NA,NA,6.23,20.25,NA,NA,NA,NA,8.5,2004.70833333333,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2005,12.75,-69.9828278,41.77403482,254625,NA,13.716,14,4.4,3,7.4,0.18,1.48274429442735,28.05,671.060997,71.24,NA,47.91,2.3,NA,NA,NA,NA,65.67,NA,NA,NA,NA,NA,NA,6.39,14.85,NA,NA,NA,NA,9,2005.75,39.3415911,37,45,2,2,2,2,2,2,2,2,4,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2006,12,-69.9828278,41.77403482,256173.5,NA,13.716,14,3.975,3,7.25,0.145,1.18992126697021,16.35,485.332155,27.27,0.95,34.65,0.88,NA,NA,29.855,NA,51.755,NA,NA,NA,NA,NA,NA,6.14,2.965,NA,NA,NA,NA,8.5,2006.70833333333,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2008,12.5,-69.9828278,41.77403482,265351,NA,13.716,14,5.05,4,7.1,0.44,3.59926418424121,9.6,377.620632,23.85,3.88,26.96,0.77,NA,NA,43.9,NA,49.89,NA,NA,NA,NA,NA,NA,6.16,3.28,NA,NA,NA,NA,8,2008.66666666667,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2009,11,-69.9828278,41.77403482,266557,NA,13.716,14,4.2,3,NA,NA,NA,9.4,371.877885,22.85,NA,26.55,0.74,NA,NA,NA,NA,49.27,NA,NA,NA,NA,NA,NA,5.73,23.75,NA,NA,NA,NA,8,2009.66666666667,39.3415911,37,45,2,2,4,4,4,2,2,2,4,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2011,12,-69.9828278,41.77403482,267722,NA,13.716,14,3.25,5,8,0.13,1.08625045213663,14.7,592.343343,63.19,0.03,42.29,2.04,NA,NA,-5.59,NA,63.94,NA,NA,NA,NA,NA,NA,6.39,9.66,NA,NA,NA,NA,9,2011.75,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2012,13,-69.9828278,41.77403482,268901,NA,13.716,14,4.15,4,8.2,1.07,8.98253959813776,16.2,745.996842,97.57,0.03,53.26,3.15,NA,NA,-5.59,NA,70.2,NA,NA,NA,NA,NA,NA,6.28,6.82,NA,NA,NA,NA,8,2012.66666666667,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2013,12.5,-69.9828278,41.77403482,258926,NA,13.716,14,3.03,3,7.7,2.05,17.0090596071068,11.6,711.120159,16.42,0.32,50.77,0.53,NA,NA,19.42,NA,44.5,NA,NA,NA,NA,NA,NA,6.3,4.25,NA,NA,NA,NA,9,2013.75,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2014,13,-69.9828278,41.77403482,260310,NA,13.716,14,4.75,4,8.6,2.04,17.2856873909078,17.8,1003.019787,118.01,1.95,71.61,3.81,NA,NA,37.15,NA,72.94,NA,NA,NA,NA,NA,NA,6.44,13.23,NA,NA,NA,NA,9,2014.75,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2016,12,-69.9828278,41.77403482,257339,NA,13.716,14,3.73,4,8.4,0.96,8.09678623355341,21.9,726.387462,72.79,1.78,51.86,2.35,NA,NA,36.26,NA,65.98,NA,NA,NA,NA,NA,NA,6.24,8.5,NA,NA,NA,10.28,9,2016.75,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2017,13,-69.9828278,41.77403482,339353,14.1,13.716,14,3.7,5,7.3,0.18,1.47943056490033,26.7,755.521398,118.32,0.97,53.94,3.82,NA,NA,30.3,41.15,72.98,NA,NA,NA,NA,NA,NA,6.43,4.74,NA,NA,NA,NA,9,2017.75,39.3415911,37,45,2,2,2,2,2,2,2,2,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep","Stratified","Large","High","P-limited",2023,12,-69.9828278,41.77403482,357705,NA,13.716,14,3.7,3,8.03,0,0,12.32,858.61071,NA,0.65,61.3,0.73,NA,37.62,NA,NA,NA,0,0,0.16,0.73,-74.47,NA,6.145,7.92,0.08,179.02,116.33,NA,8,2023.66666666667,39.3415911,37,45,2,2,2,2,2,2,2,4,2,2
"OR-153-01 / Crystal Lake","Nauset","Deep",NA,"Large","High","P-limited",2010,11,-69.9828278,41.77403482,258381,NA,13.716,14,NA,NA,NA,NA,NA,12.6,626.939892,29.87,NA,44.76,0.96,NA,NA,NA,NA,53.13,NA,NA,NA,NA,NA,NA,6.58,8.88,NA,NA,NA,NA,9,2010.75,39.3415911,37,45,4,4,4,4,4,2,2,2,4,2
"BR-168-01 / Flax Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2001,19,-70.02637772,41.76689048,271150,NA,22.86,22,3.01,7,7.2,0.22,1.8038562679168,27.9,1598.16447,105.93,1.28,114.1,3.42,NA,NA,33.02,NA,71.39,NA,NA,NA,NA,NA,NA,6.61,8.75,NA,NA,NA,NA,9,2001.75,52.66507063,1,75,2,2,2,2,2,2,2,2,2,2
"BR-168-01 / Flax Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2003,20,-70.02637772,41.76689048,269411,NA,22.86,22,4.88,6,7.5,0.03,0.247732898770717,1.83,1226.98692,37.17,0.95,87.6,1.2,NA,NA,30.1,NA,56.29,NA,NA,NA,NA,NA,NA,6.62,4.05,NA,NA,NA,NA,9,2003.75,52.66507063,1,75,2,2,2,2,2,2,2,2,2,2
"BR-168-01 / Flax Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2004,20,-70.02637772,41.76689048,260766,NA,22.86,22,6.93,7,7.6,0.52,4.30418289234538,33.5,NA,116.77,NA,NA,3.77,NA,NA,NA,NA,72.79,NA,NA,NA,NA,NA,NA,6.44,17.72,NA,NA,NA,NA,8,2004.66666666667,52.66507063,1,75,2,2,2,2,2,2,4,2,4,4
"BR-168-01 / Flax Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2005,20,-70.02637772,41.76689048,253691,NA,22.86,22,6.64,8,7.1,0.85,6.95287041760076,34.71,798.101766,111.51,NA,56.98,3.6,NA,NA,NA,NA,72.13,NA,NA,NA,NA,NA,NA,6.45,23.45,NA,NA,NA,NA,9,2005.75,52.66507063,1,75,2,2,2,2,2,2,2,2,4,2
"BR-168-01 / Flax Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2006,21,-70.02637772,41.76689048,255268,NA,22.86,22,5.88,6,6.8,0.25,2.03037740756859,10.7,722.325519,48.71,2.96,51.57,1.57,NA,NA,41.25,NA,60.18,NA,NA,NA,NA,NA,NA,5.86,6.95,NA,NA,NA,NA,8,2006.66666666667,52.66507063,1,75,2,2,2,2,2,2,2,2,2,2
"BR-168-01 / Flax Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2007,21,-70.02637772,41.76689048,263281,NA,22.86,22,5.47,8,8.2,1.62,13.5992070481954,16.6,1000.218447,132.51,NA,71.41,4.28,NA,NA,NA,NA,74.62,NA,NA,NA,NA,NA,NA,6.07,39.81,NA,NA,NA,NA,9,2007.75,52.66507063,1,75,2,2,2,2,2,2,2,2,4,2
"BR-168-01 / Flax Pond","Monomoy","Deep","Stratified","Large","Very Low","P-limited",2008,21,-70.02637772,41.76689048,264600,NA,22.86,22,5.66,7,7.6,0.24,1.98653631861185,13.9,868.4154,82.39,0.03,62,2.66,NA,NA,-5.59,NA,67.76,NA,NA,NA,NA,NA,NA,6.23,15.74,NA,NA,NA,NA,9,2008.75,52.66507063,1,75,2,2,2,2,2,2,2,2,2,2
