Station name,Station number,Long/lat coordinates,Site,Measuring program name,Date/Time (sampling) ,Depth,Sample number,Total Depth / DTB,Quality code,Chlorophyll / CHLA,Quality code,Secchi Depth / SECCHI,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Water Temperature / TEMP,Quality code,Total Phosphorus / TP,Quality code,Total Phosphorus - micrograms per liter / TP_ugL,Quality code,Total Nitrogen - Reported / TN,Quality code,Carlson Trophic Index - Total Phosphorus based / CTI_TP,Quality code,Carlson Trophic Index - Chlorophyll a based / CTI_CHLA,Quality code,Carlson Trophic Index - Secchi Depth Based / CTI_SD,Quality code,Alkalinity / ALK,Quality code,pH / PH,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Oxidation Reduction Potential / ORP,Quality code,pH / PH,Quality code,Phaeophytin / PHAEO,Quality code,Qualitative Wind Description / WIND,Quality code,Salinity / SAL,Quality code,Salinity / SAL,Quality code,Specific Conductivity / COND,Quality code,Total Dissolved Solids / TDS,Quality code,Total Pigments / TOTAL_PIGMENTS,Quality code,Water Temperature / TEMP,Quality code
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/15/12 0:00,2,,,,,,,,7.92,SMAST Pond,27.95,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/15/12 0:00,3,,,,,,,,7.8,SMAST Pond,27.34,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/15/12 0:00,4,,,,,,,,7.06,SMAST Pond,27,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/15/12 0:00,5,,,,,,,,2.52,SMAST Pond,25.57,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/15/12 0:00,6,,,,,,,,0.39,SMAST Pond,23.27,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/28/13 0:00,0.5,,7,SMAST Pond,1.06,SMAST Pond,5.8,SMAST Pond,7.63,SMAST Pond,24,SMAST Pond,0.23,SMAST Pond,7.12,SMAST Pond,23.25,SMAST Pond,32.46,,31.17,,34.67,,2.4,SMAST Pond,5.6,SMAST Pond,,,,,,,,,,,0.17,SMAST Pond,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/28/13 0:00,1,,,,,,,,7.38,SMAST Pond,23.99,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/28/13 0:00,2,,,,,,,,7.35,SMAST Pond,23.97,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/28/13 0:00,3,,,,,,,,7.07,SMAST Pond,23.85,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/28/13 0:00,4,,,,,,,,4.81,SMAST Pond,20.05,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/28/13 0:00,5,,,,,,,,2.13,SMAST Pond,16.77,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/28/13 0:00,6,,,,1.07,SMAST Pond,,,1.67,SMAST Pond,14.43,SMAST Pond,0.24,SMAST Pond,7.43,SMAST Pond,10.99,SMAST Pond,33.07,,31.26,,,,3.7,SMAST Pond,5.7,SMAST Pond,,,,,,,,,,,0.52,SMAST Pond,,,,,,,,,,,,,,
Snow Pond / TR-52-01,TR-52-01,-1.668525347,Snow Pond,Pond and Lake Stewards,8/28/13 0:00,7,,,,,,,,0.41,SMAST Pond,13.21,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/01 0:00,0.5,,8,SMAST Pond,0.97,SMAST Pond,4.8,SMAST Pond,8.1,SMAST Pond,24.3,SMAST Pond,0.24,SMAST Pond,7.43,SMAST Pond,4.2,SMAST Pond,33.07,,30.3,,37.4,,0.4,SMAST Pond,4.96,SMAST Pond,,,,,,,,,,,0.61,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/01 0:00,1,,,,,,,,8,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/01 0:00,2,,,,,,,,8,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/01 0:00,3,,,,,,,,8,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/01 0:00,4,,,,,,,,8,SMAST Pond,24.2,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/01 0:00,5,,,,,,,,7.9,SMAST Pond,24.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/01 0:00,6,,,,1.58,SMAST Pond,,,7.9,SMAST Pond,24.1,SMAST Pond,0.29,SMAST Pond,8.98,SMAST Pond,5.2,SMAST Pond,35.8,,35.09,,,,0.4,SMAST Pond,4.97,SMAST Pond,,,,,,,,,,,0.81,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/01 0:00,7,,,,,,,,7.9,SMAST Pond,24.1,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/03 0:00,0.5,,7.4,SMAST Pond,1.03,SMAST Pond,5.9,SMAST Pond,8.17,SMAST Pond,22.9,SMAST Pond,0.3,SMAST Pond,9.29,SMAST Pond,5.5,SMAST Pond,36.29,,30.89,,34.42,,0.42,SMAST Pond,5.6,SMAST Pond,,,,,,,,,,,0.31,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/03 0:00,1,,,,,,,,8.14,SMAST Pond,22.87,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/03 0:00,2,,,,,,,,8.13,SMAST Pond,22.85,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/03 0:00,3,,,,,,,,8.1,SMAST Pond,22.83,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/03 0:00,4,,,,,,,,8.08,SMAST Pond,22.81,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/03 0:00,5,,,,,,,,8.08,SMAST Pond,22.77,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/03 0:00,6,,,,1.51,SMAST Pond,,,7.51,SMAST Pond,22.72,SMAST Pond,0.1,SMAST Pond,3.1,SMAST Pond,6.5,SMAST Pond,20.46,,34.64,,,,0.41,SMAST Pond,5.49,SMAST Pond,,,,,,,,,,,1.22,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/9/03 0:00,7,,,,,,,,6.18,SMAST Pond,22.65,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/26/04 0:00,0.5,,7.3,SMAST Pond,1.34,SMAST Pond,6,SMAST Pond,8.3,SMAST Pond,24.3,SMAST Pond,,,,,,,,,33.47,,34.18,,14.13,SMAST Pond,5.19,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/26/04 0:00,1,,,,,,,,8.3,SMAST Pond,24.3,SMAST Pond,0.16,SMAST Pond,4.96,SMAST Pond,16.25,SMAST Pond,27.24,,,,,,,,,,,,,,,,,,,,0.57,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/26/04 0:00,2,,,,,,,,8.2,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/26/04 0:00,3,,,,,,,,8.2,SMAST Pond,24,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/26/04 0:00,4,,,,,,,,8.1,SMAST Pond,24,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/26/04 0:00,5,,,,,,,,8.1,SMAST Pond,23.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/26/04 0:00,6,,,,,,,,8,SMAST Pond,23.9,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/26/04 0:00,7,,,,1.53,SMAST Pond,,,7.4,SMAST Pond,23.9,SMAST Pond,0.2,SMAST Pond,6.19,SMAST Pond,9.81,SMAST Pond,30.44,,34.77,,,,12.11,SMAST Pond,5.15,SMAST Pond,,,,,,,,,,,1.06,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/05 0:00,0.5,,6.5,SMAST Pond,1.38,SMAST Pond,5.75,SMAST Pond,7.73,SMAST Pond,22.2,SMAST Pond,0.2,SMAST Pond,6.19,SMAST Pond,5.41,SMAST Pond,30.44,,33.76,,34.79,,1.82,SMAST Pond,5.31,SMAST Pond,,,,,,,,,,,0.82,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/05 0:00,1,,,,,,,,6.5,SMAST Pond,22,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/05 0:00,2,,,,,,,,7.41,SMAST Pond,21.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/05 0:00,3,,,,2.14,SMAST Pond,,,6.6,SMAST Pond,21.7,SMAST Pond,0.2,SMAST Pond,6.19,SMAST Pond,6.65,SMAST Pond,0,,38.06,,,,1.82,SMAST Pond,5.31,SMAST Pond,,,,,,,,,,,1.02,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/05 0:00,4,,,,,,,,7.72,SMAST Pond,21.7,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/05 0:00,5,,,,,,,,7.64,SMAST Pond,21.6,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/05 0:00,6,,,,1.93,SMAST Pond,,,7.07,SMAST Pond,21.6,SMAST Pond,0.2,SMAST Pond,6.19,SMAST Pond,8.63,SMAST Pond,30.44,,37.05,,,,1.82,SMAST Pond,5.3,SMAST Pond,,,,,,,,,,,0.55,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,0.5,,7.8,SMAST Pond,1.42,SMAST Pond,6.03,SMAST Pond,8.45,SMAST Pond,20.75,SMAST Pond,0.32,SMAST Pond,10.04,SMAST Pond,12.4,SMAST Pond,37.41,,34.04,,34.11,,1.82,SMAST Pond,5.43,SMAST Pond,,,,,,,,,,,1.23,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,1,,,,,,,,8.46,SMAST Pond,20.75,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,2,,,,,,,,8.48,SMAST Pond,20.75,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,3,,,,1.13,SMAST Pond,,,8.48,SMAST Pond,20.75,SMAST Pond,0.29,SMAST Pond,8.84,SMAST Pond,12.9,SMAST Pond,,,31.8,,,,1.82,SMAST Pond,5.43,SMAST Pond,,,,,,,,,,,1.45,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,4,,,,,,,,8.47,SMAST Pond,20.74,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,5,,,,,,,,8.48,SMAST Pond,20.73,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,6,,,,,,,,8.5,SMAST Pond,20.71,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,6.5,,,,1.26,SMAST Pond,,,,,,,0.26,SMAST Pond,8.16,SMAST Pond,10.36,SMAST Pond,34.42,,32.87,,,,1.82,SMAST Pond,5.44,SMAST Pond,,,,,,,,,,,1.42,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,7,,,,,,,,8.48,SMAST Pond,20.63,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/12/06 0:00,7.5,,,,,,,,8.02,SMAST Pond,20.64,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,0.5,,7.5,SMAST Pond,1.25,SMAST Pond,6.28,SMAST Pond,8.13,SMAST Pond,24.4,SMAST Pond,0.24,SMAST Pond,7.54,SMAST Pond,9.94,SMAST Pond,33.28,,32.79,,33.52,,0.7,SMAST Pond,5.49,SMAST Pond,,,,,,,,,,,0.79,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,1,,,,,,,,8.16,SMAST Pond,24.42,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,2,,,,,,,,8.19,SMAST Pond,24.38,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,3,,,,1.43,SMAST Pond,,,8.2,SMAST Pond,24.37,SMAST Pond,0.56,SMAST Pond,17.46,SMAST Pond,11.84,SMAST Pond,0,,34.08,,,,1,SMAST Pond,5.76,SMAST Pond,,,,,,,,,,,0.24,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,4,,,,,,,,8.2,SMAST Pond,24.34,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,5,,,,,,,,8.22,SMAST Pond,24.08,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,6,,,,,,,,7.75,SMAST Pond,23.81,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,6.5,,,,2.87,SMAST Pond,,,,,,,0.31,SMAST Pond,9.52,SMAST Pond,13.99,SMAST Pond,36.64,,40.94,,,,1,SMAST Pond,5.53,SMAST Pond,,,,,,,,,,,0.56,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,8/28/07 0:00,7,,,,,,,,6.92,SMAST Pond,23.7,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/09 0:00,0.5,,7.7,SMAST Pond,22.06,SMAST Pond,5.35,SMAST Pond,74,SMAST Pond,19.77,SMAST Pond,0.13,SMAST Pond,4.13,SMAST Pond,13.24,SMAST Pond,24.6,,60.95,,35.83,,1.8,SMAST Pond,5.62,SMAST Pond,,,,,,,,,,,3.53,SMAST Pond,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/09 0:00,1,,,,,,,,40,SMAST Pond,19.76,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/09 0:00,2,,,,,,,,35,SMAST Pond,19.76,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/09 0:00,3,,,,,,,,26,SMAST Pond,19.75,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/09 0:00,4,,,,,,,,17,SMAST Pond,19.75,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/09 0:00,5,,,,,,,,12,SMAST Pond,19.67,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/09 0:00,6,,,,,,,,7.8,SMAST Pond,19.66,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slough Pond / TR-53-01,TR-53-01,-1.66821078,Slough Pond,Pond and Lake Stewards,9/28/09 0:00,7,,,,,,,,5.4,SMAST Pond,19.62,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,0.5,,11,SMAST Pond,1.66,SMAST Pond,3.9,SMAST Pond,8.7,SMAST Pond,24.2,SMAST Pond,0.35,SMAST Pond,10.84,SMAST Pond,14.9,SMAST Pond,38.52,,35.57,,40.39,,1.4,SMAST Pond,5.95,SMAST Pond,,,,,,,,,,,0.19,SMAST Pond,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,1,,,,,,,,7.9,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,2,,,,,,,,7.8,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,3,,,,1.66,SMAST Pond,,,7.8,SMAST Pond,24.3,SMAST Pond,0.46,SMAST Pond,14.25,SMAST Pond,13.9,SMAST Pond,0,,35.57,,,,1.4,SMAST Pond,5.79,SMAST Pond,,,,,,,,,,,0.25,SMAST Pond,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,4,,,,,,,,7.8,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,5,,,,,,,,7.7,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,6,,,,,,,,7.7,SMAST Pond,24.3,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,7,,,,,,,,6.1,SMAST Pond,23.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,8,,,,,,,,0.3,SMAST Pond,19.5,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,9,,,,24.75,SMAST Pond,,,0.26,SMAST Pond,15.7,SMAST Pond,0.76,SMAST Pond,23.54,SMAST Pond,21.5,SMAST Pond,49.7,,62.08,,,,5.6,SMAST Pond,5.83,SMAST Pond,,,,,,,,,,,14.1,SMAST Pond,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,10,,,,21.71,SMAST Pond,,,0.26,SMAST Pond,13.4,SMAST Pond,0.97,SMAST Pond,30.04,SMAST Pond,22.6,SMAST Pond,53.21,,60.79,,,,5.7,SMAST Pond,5.84,SMAST Pond,,,,,,,,,,,30.27,SMAST Pond,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/01 0:00,11,,,,,,,,0.23,SMAST Pond,11.8,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/03 0:00,0.5,,12,SMAST Pond,0.99,SMAST Pond,6.82,SMAST Pond,8.25,SMAST Pond,25.06,SMAST Pond,0.3,SMAST Pond,9.29,SMAST Pond,16.5,SMAST Pond,36.29,,30.5,,32.33,,0.12,SMAST Pond,5.75,SMAST Pond,,,,,,,,,,,0.8,SMAST Pond,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/03 0:00,1,,,,,,,,8.27,SMAST Pond,24.86,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder Pond / TR-54-01,TR-54-01,-1.668711977,Ryder Pond,Pond and Lake Stewards,9/9/03 0:00,2,,,,,,,,8.22,SMAST Pond,24.77,SMAST Pond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
