"pondID","pond_name","years_data","years_profiles","max_per_year","avg_per_year","all_years","params","param_years","last_year","param_last_values","program"
"HA-507-01","Flax Pond",8,1,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","7, 6, 7, 7, 8, 7, 7, 7, 8, 8, 7, 8, 6, 8",2012,"0.77, 0.77, 25.8, 6.34, NA, NA, 14.25, NA, NA, NA, 42.46, 40.12, 63.77, NA","Pond and Lake Stewards"
"BO-511-01","Shop Pond",3,3,1,1,"2004, 2005, 2007","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3",2007,"1.54, 1.54, 17.82, 10.37, NA, NA, 12.1, NA, NA, NA, 40.1, 38.61, 53.78, NA","Pond and Lake Stewards"
"CH-516-01","White Pond",8,8,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 1",2016,"16.1, 4.93, 18.2, 8.34, NA, NA, 17.96, NA, NA, NA, NA, 45.8, 42.72, 37.01, NA, NA","Pond and Lake Stewards"
"CH-522-01","Newty Pond",1,1,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"1.69, 0.78, 24.29, 4.6, NA, NA, 74.65, NA, NA, NA, 66.34, 50.01, 63.58, NA","Pond and Lake Stewards"
"BA-523-01","No Bottom Pond",2,2,1,1,"2003, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2020,"5.5, 3.54, 24.5, 7.28, NA, NA, 26.95, NA, NA, NA, 51.65, 48.44, 41.78, NA","Pond and Lake Stewards"
"CH-524-01","Black Pond",7,7,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 6",2008,"5.02, 1.32, 18.6, 8.76, NA, NA, 40.58, NA, NA, NA, 57.55, 59.51, 56, NA","Pond and Lake Stewards"
"HA-525-01","Sand Pond",14,12,5,2.14,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","12, 13, 13, 13, 4, 14, 14, 14, 14, 14, 14, 14, 14, 13, 14",2019,"6.57, 3.28, 27.15, 6.71, 84.25, NA, NA, 17.42, NA, NA, NA, 45.05, 39.8, 42.94, NA","Pond and Lake Stewards"
"SA-526-01","Peters Pond",5,5,1,1,"2001, 2003, 2004, 2005, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","5, 4, 5, 5, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"16.2, 5.4, 15.51, 10.56, 105.6, NA, NA, 37.17, NA, NA, NA, 56.29, 41.64, 35.7, NA, 21.15, NA, 1.17, 10.56, 105.6, NA, NA, 7.85, NA, NA, NA, 0.07, NA, NA, 0.1, 21.2, NA, 0.19, NA, 150.2, 149.69","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BO-538-01","Lily Pond",5,0,1,1,"2001, 2003, 2005, 2007, 2008","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5",2008,"0.9, 0.9, 18.2, 6.7, NA, NA, 14.25, NA, NA, NA, 42.46, 44.08, 61.52, NA","Pond and Lake Stewards"
"CH-543-01","Blue Pond",6,6,1,1,"2001, 2003, 2005, 2006, 2007, 2008","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6",2008,"3.38, 3.38, 18, 8.8, NA, NA, 13.32, NA, NA, NA, 41.49, 41.18, 42.45, NA","Pond and Lake Stewards"
"CH-550-01","Black Pond",6,6,1,1,"2001, 2003, 2005, 2006, 2007, 2008","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6",2008,"2.4, 2.4, 18, 7.41, NA, NA, 12.08, NA, NA, NA, 40.08, 40.52, 47.38, NA","Pond and Lake Stewards"
"BO-556-01","Flax Pond",7,6,2,1.14,"2001, 2003, 2004, 2005, 2007, 2008, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","6, 5, 7, 7, 1, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"1.96, 1.96, 18.26, 9.76, 103.25, NA, NA, 6.19, NA, NA, NA, 30.44, 28.53, 50.3, NA, 10.2, NA, 0.61, 9.76, 103.25, NA, NA, 7.35, NA, NA, NA, 0.11, NA, NA, 0.15, 32.55, NA, 0.31, NA, 104.18, 229.36","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BA-564-01","Little Pond",13,0,1,1,"2001, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2016, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","13, 12, 13, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 12, 13, 1, 1, 2",2020,"0.49, 0.49, 22.4, 5.38, NA, NA, 35.93, NA, NA, NA, NA, 55.8, 49.02, 70.28, NA, 2, NA, NA","Pond and Lake Stewards"
"BA-565-01","Hathaway Pond (North)",12,12,2,1.08,"2001, 2003, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Wind, Quality.code.29, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","12, 11, 12, 12, 1, 11, 11, 11, 11, 11, 11, 1, 11, 11, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"17.25, 5.89, 16.47, 10.09, 103.21, NA, NA, 17.96, NA, NA, NA, NA, 45.8, 21.11, 34.45, NA, 3.54, NA, 1.41, 10.09, 103.21, NA, NA, 6.62, NA, NA, NA, 0.03, 2, NA, NA, NA, 0.04, 14.6, NA, 0.34, NA, NA, 223.57, 62.04","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"SA-568-01","Snake Pond",4,4,1,1,"2001, 2003, 2004, 2005","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",2005,"9.9, 8.2, 24.3, 7.48, NA, NA, 6.19, NA, NA, NA, 30.44, 33.17, 29.68, NA","Pond and Lake Stewards"
"YA-569-01","Flax Pond",12,12,1,1,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1",2016,"7.5, 4.65, 22.9, 7.05, NA, NA, 29.12, NA, NA, NA, NA, 52.77, 41.11, 37.85, NA, NA","Pond and Lake Stewards"
"BO-578-01","Fish and Game Pond (South)",1,0,1,1,"2001","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2001,"0.8, 0.8, 20.4, 7.88, NA, NA, 23.85, NA, NA, NA, 49.89, 40.98, 63.22, NA","Pond and Lake Stewards"
"HA-579-01","Grass Pond",2,0,1,1,"2009, 2012","Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, Quality.code.27","1, 2, 2, 2, 2, 2, 2, 2, 2",2012,"NA, NA, 166.64, NA, NA, NA, 77.92, 69.31, NA","Pond and Lake Stewards"
"CH-582-01","Meadow View Pond",2,2,1,1,"2003, 2005","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2005,"2.29, 1.03, 19.44, 13.61, NA, NA, 27.88, NA, NA, NA, 52.14, 61.65, 59.57, NA","Pond and Lake Stewards"
"BA-584-01","Mystic Lake",17,17,2,1.12,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 2, 17, 17, 17, 16, 1, 1, 2",2020,"13.2, 2.8, 23.4, 8.25, NA, NA, 22.61, NA, NA, NA, NA, 49.12, 28.65, 45.16, NA, 2, NA, NA","Pond and Lake Stewards"
"BA-594-01","Hathaway Pond (South)",2,1,1,1,"2001, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2",2020,"2.1, 2.1, 25.1, 7.84, NA, NA, 12.08, NA, NA, NA, 40.08, 38.9, 49.31, NA","Pond and Lake Stewards"
"DE-597-01","Fresh Pond",14,14,2,1.21,"2001, 2003, 2004, 2005, 2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","14, 14, 14, 14, 6, 13, 13, 14, 14, 14, 1, 13, 14, 14, 14, 1",2016,"2.7, 0.5, 25.1, 5.5, NA, NA, 18.58, NA, NA, NA, NA, 46.29, 55.24, 69.99, NA, NA","Pond and Lake Stewards"
"SA-615-01","Pimlico Pond",4,4,1,1,"2001, 2003, 2004, 2005","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4",2005,"6.7, 4.9, 24.6, 8.26, NA, NA, 12.39, NA, NA, NA, 40.44, 36.31, 37.1, NA","Pond and Lake Stewards"
"BA-617-01","Bearse Pond",13,12,2,1.08,"2001, 2003, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","12, 12, 12, 12, 12, 12, 12, 11, 12, 12, 1, 12, 12, 12, 12, 1",2020,"5.9, 1.93, 24.5, 8.02, NA, NA, 23.54, NA, NA, NA, NA, 49.7, 13.78, 50.53, NA, NA","Pond and Lake Stewards"
"BA-626-01","Shallow Pond",11,11,1,1,"2001, 2003, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 1, 11, 11, 11, 11, 1, 1, 1",2020,"2.25, 2.25, 23.2, 7.12, NA, NA, 16.73, NA, NA, NA, NA, 44.77, 21.61, 48.31, NA, 1, NA, NA","Pond and Lake Stewards"
"HA-629-01","Skinequit Pond",14,14,5,2.14,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2012, 2015, 2016, 2017, 2018, 2019","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","14, 14, 14, 14, 4, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14",2019,"7.77, 1.18, 25.8, 8.29, 101.67, NA, NA, 35.93, NA, NA, NA, 55.68, 58.76, 57.79, NA","Pond and Lake Stewards"
"MA-634-01","Mashpee-Wakeby Pond",18,18,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, pH, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","17, 17, 17, 17, 1, 18, 18, 18, 17, 18, 18, 1, 18, 18, 17, 18, 1",2020,"27.7, 3.4, 24, 8.31, NA, NA, NA, 16.73, NA, NA, NA, NA, 44.77, 24.74, 42.37, NA, NA","Pond and Lake Stewards"
"BA-640-01","Middle Pond",17,17,2,1.06,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","16, 16, 17, 17, 17, 17, 17, 17, 17, 16, 2, 17, 17, 16, 16, 1, 1, 2",2020,"9.6, 4.1, 24, 8.03, NA, NA, 13.63, NA, NA, NA, NA, 41.82, 14.31, 39.67, NA, 2, NA, NA","Pond and Lake Stewards"
"BO-644-01","Red Brook Pond",8,7,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","7, 6, 8, 8, 1, 7, 7, 7, 7, 7, 7, 7, 7, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"2.1, 1.42, 19.42, 11.51, 124.27, NA, NA, 21.99, NA, NA, NA, 48.72, 35.81, 54.95, NA, 13.11, NA, 2.84, 11.51, 124.27, NA, NA, 7.5, NA, NA, NA, 0.09, NA, NA, 119.08, 18.1, NA, 0.48, NA, 166.46, 183.21","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"YA-657-01","Long Pond",13,13,1,1,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2016","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 1",2016,"4, 4, 21.8, 7.24, NA, NA, 31.28, NA, NA, NA, NA, 53.8, 41.25, 40.02, NA, NA","Pond and Lake Stewards"
"BA-664-01","Shubael Pond",12,12,1,1,"2001, 2003, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1, 1, 1",2020,"11.14, 5.86, 24.4, 8.33, NA, NA, 19.2, NA, NA, NA, NA, 46.76, 35.27, 34.52, NA, 3, NA, NA","Pond and Lake Stewards"
"BA-668-01","Hamblin Pond",17,17,2,1.18,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Quality.code.37","16, 16, 17, 17, 16, 16, 16, 16, 16, 16, 2, 16, 16, 16, 17, 2",2020,"19, 6.5, 23.7, 8.22, NA, NA, 26.95, NA, NA, NA, NA, 51.65, 12.62, 33.03, NA, NA","Pond and Lake Stewards"
"BA-675-01","Long Pond",8,8,2,1.12,"2001, 2003, 2005, 2008, 2011, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 1, 1, 1",2020,"18.37, 8.84, 24.15, 8.57, NA, NA, 17.96, NA, NA, NA, NA, 45.8, 22.96, 34.9, NA, 3, NA, NA","Pond and Lake Stewards"
"BA-691-01","Round Pond",13,13,1,1,"2001, 2003, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 1, 13, 13, 13, 13, 1, 1, 1",2020,"4.11, 3.01, 25.4, 8.34, NA, NA, 26.02, NA, NA, NA, NA, 51.14, 42.63, 44.12, NA, 3, NA, NA","Pond and Lake Stewards"
"YA-693-01","James Pond",2,2,2,1.5,"2003, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, ORP, Conductivity","2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"6.3, 2.35, 15.07, 10.07, 99, NA, NA, 58.85, NA, NA, NA, 62.91, 46.94, 47.69, NA, 7.16, NA, 2.08, 10.07, 99, NA, NA, 6.84, NA, NA, NA, 0.11, NA, NA, 68.45, 29.6, NA, 1.46, NA, 182.54, 220.24","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BA-694-01","Muddy Pond",12,12,1,1,"2001, 2003, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1, 1, 1",2020,"4.57, 2.06, 24.4, 7.86, NA, NA, 26.02, NA, NA, NA, NA, 51.14, 37.74, 49.59, NA, 2, NA, NA","Pond and Lake Stewards"
"YA-716-01","Jabez Neds Pond",1,1,1,1,"2003","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2003,"3.05, 3.05, 22.8, 7.7, NA, NA, 30.97, NA, NA, NA, 53.65, 46.43, 43.93, NA","Pond and Lake Stewards"
"MA-718-01","Santuit Pond",19,19,2,1.11,"2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018, 2019, 2020, 2023","Total.Depth...DTB, Secchi, Temp, DO, DO_sat, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Air.Temperature...AT, Alkalinity...ALK.1, Ammonium...NH4, Chlorophyll...CHLA.1, Dissolved.Oxygen.Concentration...Final...DO_FINAL, Dissolved.Oxygen.Saturation...Final...DO_SAT_FINAL, Nitrate...Nitrite...NOX, Orthophosphate...PO4, pH...PH.2, Quality.code.27, Phaeophytin...PHAEO.1, Quality.code.28, Sal, Secchi.Depth...SECCHI.1, Quality.code.32, Total.Dissolved.Solids, Total.Nitrogen...Reported...TN.1, Quality.code.35, Total.Phosphorus...TP.1, Quality.code.36, Quality.code.37, ORP, Conductivity","19, 18, 19, 19, 1, 18, 18, 18, 18, 18, 18, 1, 18, 18, 18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2023,"2.65, 0.9, 16.81, 9.73, 98.75, NA, NA, 41.5, NA, NA, NA, NA, 57.87, 63.69, 61.52, NA, 12.39, NA, 11.12, 9.73, 98.75, NA, NA, 7.38, NA, NA, NA, 0.08, NA, NA, 52.52, 66.35, NA, 1.22, NA, NA, 192.2, 159.62","Pond and Lake Stewards, Cape Cod Regional Pond Monitoring Program"
"BA-719-01","Lumbert Pond",12,2,1,1,"2001, 2003, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2018, 2019, 2020","Total.Depth...DTB, Secchi, Temp, DO, Alkalinity, TP, TP_ugL, TN, Chlorophyll, Phaeophytin, Total.Pigments, CTI_TP, CTI_Chlorophyll, CTI_Secchi, Quality.code.27, Wind, Quality.code.29, Quality.code.37","12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1, 12, 12, 12, 12, 1, 1, 1",2020,"0.69, 0.69, 23, 11.07, NA, NA, 31.59, NA, NA, NA, NA, 53.94, 53.18, 65.35, NA, 3, NA, NA","Pond and Lake Stewards"
